fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,changeset_id,c_label,worms_on_sample,approximate_number_of_worms,photos,photos_caption,photos_url,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
2f4543a6-29a0-454e-99a4-cddb590581a6,2019-09-01 16:21:07 UTC,2019-09-01 16:31:22 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:12 UTC,2019-09-05 18:30:12 UTC,1,create,,,,42.0564902,-87.6737567,POINT (-87.6737567 42.0564902),03395f78-0dad-4e54-b987-778295f73c9b,fe657223-f90b-4ccc-a3ae-7e3281007169,Yes,Very Few (1-3),"75ec4a13-b9d8-4336-ac7d-d44e2b5025cd,e135643e-20b1-4d88-8633-57bdb6576006",",",https://web.fulcrumapp.com/photos/view?photos=75ec4a13-b9d8-4336-ac7d-d44e2b5025cd%2Ce135643e-20b1-4d88-8633-57bdb6576006,2019-09-01,11:21,162.600006103516,14.025,,,
07aea3b7-9c44-413e-9a68-c3e5d02b4b43,2019-09-01 16:31:26 UTC,2019-09-01 16:32:40 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:13 UTC,2019-09-05 18:30:13 UTC,1,create,,,,42.0564903,-87.673757,POINT (-87.673757 42.0564903),03395f78-0dad-4e54-b987-778295f73c9b,efd9b5b6-5fd8-4357-9d76-fefcdc0f2dd9,No,,"d6ffc3cf-5dc0-4d42-a25f-58691ffd8361,ec908f75-7076-4e0c-85a5-3abf4fae097b",",",https://web.fulcrumapp.com/photos/view?photos=d6ffc3cf-5dc0-4d42-a25f-58691ffd8361%2Cec908f75-7076-4e0c-85a5-3abf4fae097b,2019-09-01,11:31,162.600006103516,14.147,,,
c5891411-bc07-45ac-ab87-94ec6a54a902,2019-09-01 16:32:48 UTC,2019-09-01 16:34:29 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:14 UTC,2019-09-05 18:30:14 UTC,1,create,,,,42.0565006,-87.6737606,POINT (-87.6737606 42.0565006),03395f78-0dad-4e54-b987-778295f73c9b,d8ca46dc-7de5-4a93-b698-47f854aa3229,No,,"0f2cbcaa-2340-4540-a729-7681e102fdd0,19bd338f-dbb5-4815-bfd3-9fbc402a3709",",",https://web.fulcrumapp.com/photos/view?photos=0f2cbcaa-2340-4540-a729-7681e102fdd0%2C19bd338f-dbb5-4815-bfd3-9fbc402a3709,2019-09-01,11:32,162.600006103516,16.801,,,
3b876d81-155a-4b44-85fd-31c067df7211,2019-09-01 16:34:36 UTC,2019-09-01 16:49:09 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:15 UTC,2019-09-05 18:30:15 UTC,1,create,,,,42.0565184,-87.6737573,POINT (-87.6737573 42.0565184),03395f78-0dad-4e54-b987-778295f73c9b,a593920b-c8c7-497d-817c-f4c9ea8aa88f,Yes,Very Few (1-3),"809cec91-e6d4-44c2-87bc-3bb5130febcb,ba6912b8-56b3-4716-b708-b113919461cf",",",https://web.fulcrumapp.com/photos/view?photos=809cec91-e6d4-44c2-87bc-3bb5130febcb%2Cba6912b8-56b3-4716-b708-b113919461cf,2019-09-01,11:34,162.600006103516,17.656,,,
41900d60-5b98-454e-8ce7-8d2801c3c96a,2019-09-01 16:49:13 UTC,2019-09-01 16:52:38 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:15 UTC,2019-09-05 18:30:15 UTC,1,create,,,,42.0564903,-87.6737568,POINT (-87.6737568 42.0564903),03395f78-0dad-4e54-b987-778295f73c9b,70203c8b-5af2-4bca-b7a6-60f3304af5d1,Tracks,,"e311beca-b0f7-4ade-abfe-adaf0040433d,bb3fc89a-81b6-49fe-9858-d1fb8e105f0b",",",https://web.fulcrumapp.com/photos/view?photos=e311beca-b0f7-4ade-abfe-adaf0040433d%2Cbb3fc89a-81b6-49fe-9858-d1fb8e105f0b,2019-09-01,11:49,162.600006103516,16.786,,,
c564104d-afd2-4243-a73a-d1beb760e633,2019-09-01 16:52:46 UTC,2019-09-01 16:56:20 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:16 UTC,2019-09-05 18:30:16 UTC,1,create,,,,42.0565052,-87.6737724,POINT (-87.6737724 42.0565052),03395f78-0dad-4e54-b987-778295f73c9b,32b9fd46-c11d-4f9b-8116-cfdc391e81f4,No,,"fc6355c2-0ccf-4510-8dcc-596eb941702d,8661a803-ed34-4706-8b19-e878d33ea9e2",",",https://web.fulcrumapp.com/photos/view?photos=fc6355c2-0ccf-4510-8dcc-596eb941702d%2C8661a803-ed34-4706-8b19-e878d33ea9e2,2019-09-01,11:52,162.700012207031,14.08,,,
578c61d8-1875-40d4-b1ec-0792d027ea8e,2019-09-01 16:56:26 UTC,2019-09-01 17:04:49 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:17 UTC,2019-09-05 18:30:17 UTC,1,create,,,,42.0565011,-87.6737608,POINT (-87.6737608 42.0565011),03395f78-0dad-4e54-b987-778295f73c9b,2f39cb43-b1a2-47ca-b896-1e20166e70d1,Yes,Very Few (1-3),"f849c5e6-2b26-4548-8ee5-8d673d73650b,29d803a6-33e7-4538-8370-53b129992aa0",",",https://web.fulcrumapp.com/photos/view?photos=f849c5e6-2b26-4548-8ee5-8d673d73650b%2C29d803a6-33e7-4538-8370-53b129992aa0,2019-09-01,11:56,162.600006103516,16.65,,,
6b353b9b-8834-4bc1-b91d-60686aad81ef,2019-09-01 17:05:09 UTC,2019-09-01 17:06:14 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:17 UTC,2019-09-05 18:30:17 UTC,1,create,,,,42.0565196,-87.6737586,POINT (-87.6737586 42.0565196),03395f78-0dad-4e54-b987-778295f73c9b,3113ff6f-11a9-4a4e-ac66-833144e862c8,No,,b91bf5e3-1d76-4b4b-87ca-855350ac7677,,https://web.fulcrumapp.com/photos/view?photos=b91bf5e3-1d76-4b4b-87ca-855350ac7677,2019-09-01,12:05,162.700012207031,17.782,,,
330ae125-79e0-494b-a98f-5517e9bb3cb7,2019-09-01 17:06:23 UTC,2019-09-01 17:07:43 UTC,emilyjahn2020@u.northwestern.edu,emilyjahn2020@u.northwestern.edu,2019-09-05 18:30:18 UTC,2019-09-05 18:30:18 UTC,1,create,,,,42.0564908,-87.6737579,POINT (-87.6737579 42.0564908),03395f78-0dad-4e54-b987-778295f73c9b,8377c680-de51-4455-a515-5ae9b93c49e4,No,,"b6942d28-8e3d-4c06-919a-6050b687c4e6,44a6eea6-7e4d-4d2f-a6ba-86b4e9857804",",",https://web.fulcrumapp.com/photos/view?photos=b6942d28-8e3d-4c06-919a-6050b687c4e6%2C44a6eea6-7e4d-4d2f-a6ba-86b4e9857804,2019-09-01,12:06,162.700012207031,16.794,,,
b4bc5e13-419a-4947-a802-186245a15ad9,2019-09-05 16:58:44 UTC,2019-09-05 17:08:32 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:42 UTC,2019-09-06 14:58:42 UTC,1,create,,,,42.0564394011154,-87.6739745744255,POINT (-87.6739745744255 42.0564394011154),b3cd0d9a-d1da-4657-b97d-34815b0efa30,a72c15d9-cddc-4b41-bde4-8ae2095189ff,Yes,Few (4-10),1e45a396-24c2-4c75-a665-7c5e016bab24,,https://web.fulcrumapp.com/photos/view?photos=1e45a396-24c2-4c75-a665-7c5e016bab24,2019-09-05,11:58,181.88981628418,65.0,10.0,-1.0,-1.0
0806e840-99a0-4330-a699-0b2a91136006,2019-09-05 17:13:22 UTC,2019-09-05 17:24:35 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:43 UTC,2019-09-06 14:58:43 UTC,1,create,,,,42.0564261671161,-87.6739726164193,POINT (-87.6739726164193 42.0564261671161),b3cd0d9a-d1da-4657-b97d-34815b0efa30,4776dce1-4ed2-4945-9712-7610e3b931fb,Yes,Few (4-10),442be3d9-985b-429c-870f-81372c65507d,,https://web.fulcrumapp.com/photos/view?photos=442be3d9-985b-429c-870f-81372c65507d,2019-09-05,12:13,181.685638427734,65.0,10.0,-1.0,-1.0
907e1e58-c393-4ae1-8829-02d9b4a782b5,2019-09-05 17:24:36 UTC,2019-09-05 17:32:33 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:44 UTC,2019-09-06 14:58:44 UTC,1,create,,,,42.0564371345029,-87.6739683947358,POINT (-87.6739683947358 42.0564371345029),b3cd0d9a-d1da-4657-b97d-34815b0efa30,a02a18e4-a71b-4309-baca-07257be085ce,Yes,Proliferating (25+),e3f252cd-44da-4f3c-a163-37fb880cbf77,,https://web.fulcrumapp.com/photos/view?photos=e3f252cd-44da-4f3c-a163-37fb880cbf77,2019-09-05,12:24,181.676513671875,65.0,10.0,-1.0,-1.0
28daaa12-5fa8-4fe7-8c9e-52c87acb857e,2019-09-05 17:32:37 UTC,2019-09-05 17:40:29 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:45 UTC,2019-09-06 14:58:45 UTC,1,create,,,,42.0564376578111,-87.6739780628461,POINT (-87.6739780628461 42.0564376578111),b3cd0d9a-d1da-4657-b97d-34815b0efa30,9ef10bc4-a2fe-4660-ac5c-77fab003b576,Yes,Few (4-10),1bab8cbc-0247-47a4-9d93-2989b30cccde,,https://web.fulcrumapp.com/photos/view?photos=1bab8cbc-0247-47a4-9d93-2989b30cccde,2019-09-05,12:32,181.302795410156,65.0,10.0,-1.0,-1.0
71abe171-c8d1-40fc-a5b1-1590cbecf55c,2019-09-05 17:44:49 UTC,2019-09-05 17:52:47 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:47 UTC,2019-09-06 14:58:47 UTC,1,create,,,,42.0564527468063,-87.6739727037841,POINT (-87.6739727037841 42.0564527468063),b3cd0d9a-d1da-4657-b97d-34815b0efa30,75f5c987-7eb7-402e-8234-c2f60961036f,Yes,Some (11-25),c43735f1-6ae8-4550-9bcb-9ea991c977c0,,https://web.fulcrumapp.com/photos/view?photos=c43735f1-6ae8-4550-9bcb-9ea991c977c0,2019-09-05,12:44,182.127090454102,65.0,10.0,-1.0,-1.0
ea448d3f-a991-4a44-b43c-b30bae27bcd5,2019-09-05 17:56:38 UTC,2019-09-05 18:08:49 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:48 UTC,2019-09-06 14:58:48 UTC,1,create,,,,42.0564381485956,-87.6739757085891,POINT (-87.6739757085891 42.0564381485956),b3cd0d9a-d1da-4657-b97d-34815b0efa30,ae14949c-a2db-4407-a232-11d440cb7f9b,Yes,Few (4-10),00826701-13b6-442c-846c-0398f8c800a1,,https://web.fulcrumapp.com/photos/view?photos=00826701-13b6-442c-846c-0398f8c800a1,2019-09-05,12:56,181.671539306641,65.0,10.0,-1.0,-1.0
0fed3c94-d269-4f2b-a5b2-f916cebfe07c,2019-09-05 18:08:57 UTC,2019-09-05 18:16:31 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:49 UTC,2019-09-06 14:58:49 UTC,1,create,,,,42.0564319923608,-87.6739712160718,POINT (-87.6739712160718 42.0564319923608),b3cd0d9a-d1da-4657-b97d-34815b0efa30,286c3ff8-e4c3-4fef-9486-c77f2a15b88e,Yes,Few (4-10),a45fb45e-2494-432b-9761-8578b9933d53,,https://web.fulcrumapp.com/photos/view?photos=a45fb45e-2494-432b-9761-8578b9933d53,2019-09-05,13:08,181.48469543457,65.0,10.0,-1.0,-1.0
3b221a38-78d3-49f3-a796-463b5c4c2401,2019-09-05 18:46:16 UTC,2019-09-05 18:46:42 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:49 UTC,2019-09-06 14:58:49 UTC,1,create,,,,42.0564364237221,-87.6739696226686,POINT (-87.6739696226686 42.0564364237221),b3cd0d9a-d1da-4657-b97d-34815b0efa30,2001c40b-b8e2-451f-8683-abee4209086d,No,,8416a52a-75a6-4b1c-ad88-e404995a2ab0,,https://web.fulcrumapp.com/photos/view?photos=8416a52a-75a6-4b1c-ad88-e404995a2ab0,2019-09-05,13:46,181.89128112793,65.0,10.0,-1.0,-1.0
a78300f5-237a-461a-b9a6-354ce4a56daf,2019-09-05 18:47:46 UTC,2019-09-05 18:49:17 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:50 UTC,2019-09-06 14:58:50 UTC,1,create,,,,42.0564381272694,-87.6739750273771,POINT (-87.6739750273771 42.0564381272694),b3cd0d9a-d1da-4657-b97d-34815b0efa30,38e3af8f-7990-49c8-bb11-e517cbcf4ea0,Tracks,,691875be-b68d-4934-b90d-dbe04237f8e1,,https://web.fulcrumapp.com/photos/view?photos=691875be-b68d-4934-b90d-dbe04237f8e1,2019-09-05,13:47,181.784896850586,65.0,10.0,-1.0,-1.0
6b6e2d66-143d-462f-9e13-96c73a010206,2019-09-05 18:50:17 UTC,2019-09-05 18:50:43 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:51 UTC,2019-09-06 14:58:51 UTC,1,create,,,,42.0564329037632,-87.6739763700984,POINT (-87.6739763700984 42.0564329037632),b3cd0d9a-d1da-4657-b97d-34815b0efa30,72efbedc-8e64-462e-a8c7-35e026e78c23,Tracks,,30effb1a-5010-445d-be07-b7ddb279b7c9,,https://web.fulcrumapp.com/photos/view?photos=30effb1a-5010-445d-be07-b7ddb279b7c9,2019-09-05,13:50,181.48014831543,65.0,10.0,-1.0,-1.0
041525c8-ee4d-4f7a-9140-02d1f3f1ca17,2019-09-05 18:51:35 UTC,2019-09-05 18:54:36 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:52 UTC,2019-09-06 14:58:52 UTC,1,create,,,,42.0564397403409,-87.67397552018,POINT (-87.67397552018 42.0564397403409),b3cd0d9a-d1da-4657-b97d-34815b0efa30,9546fd8b-7bd4-433f-bde6-3e0d1fabb015,Tracks,,3294262b-31c8-4594-912c-0ae0fdc02856,,https://web.fulcrumapp.com/photos/view?photos=3294262b-31c8-4594-912c-0ae0fdc02856,2019-09-05,13:51,181.853530883789,65.0,10.0,-1.0,-1.0
4d6eb826-61a2-4f2c-97da-5d86042017f7,2019-09-05 18:55:28 UTC,2019-09-05 18:57:01 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:52 UTC,2019-09-06 14:58:52 UTC,1,create,,,,42.0564077539327,-87.6739546006753,POINT (-87.6739546006753 42.0564077539327),b3cd0d9a-d1da-4657-b97d-34815b0efa30,ebd739cc-47c3-4e60-bc4f-91be6a683517,Tracks,,0bd4489e-3ba7-4862-b13f-6fecb2ef7c91,,https://web.fulcrumapp.com/photos/view?photos=0bd4489e-3ba7-4862-b13f-6fecb2ef7c91,2019-09-05,13:55,181.001419067383,65.0,10.0,-1.0,-1.0
7d8d5427-21fd-4152-bb99-72364fc81fb6,2019-09-05 19:00:40 UTC,2019-09-05 19:02:21 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:53 UTC,2019-09-06 14:58:53 UTC,1,create,,,,42.0564225448036,-87.6739743193187,POINT (-87.6739743193187 42.0564225448036),b3cd0d9a-d1da-4657-b97d-34815b0efa30,d111de0f-87bb-4c44-a34e-f45eb1701700,Tracks,,a0308610-d399-42ee-804a-f7bca53c80d4,,https://web.fulcrumapp.com/photos/view?photos=a0308610-d399-42ee-804a-f7bca53c80d4,2019-09-05,14:00,181.626708984375,65.0,10.0,-1.0,-1.0
e551e866-1b10-4464-972f-d65b26c47279,2019-09-05 19:10:33 UTC,2019-09-05 19:11:52 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:53 UTC,2019-09-06 14:58:53 UTC,1,create,,,,42.0564394186424,-87.6739755583594,POINT (-87.6739755583594 42.0564394186424),b3cd0d9a-d1da-4657-b97d-34815b0efa30,44f21232-36f5-4678-9f18-91aee2687964,No,,e843e578-7d19-4ca4-9699-7f8423cce0cc,,https://web.fulcrumapp.com/photos/view?photos=e843e578-7d19-4ca4-9699-7f8423cce0cc,2019-09-05,14:10,181.87109375,65.0,10.0,-1.0,-1.0
16338738-e521-4d15-b870-0bad70a59e43,2019-09-05 19:13:22 UTC,2019-09-05 19:15:03 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:54 UTC,2019-09-06 14:58:54 UTC,1,create,,,,42.0564443451042,-87.6739853288888,POINT (-87.6739853288888 42.0564443451042),b3cd0d9a-d1da-4657-b97d-34815b0efa30,a569637d-90a4-47d6-9c38-d229447d2689,No,,193b62d0-37b9-4d57-be84-40ef9d2e6dad,,https://web.fulcrumapp.com/photos/view?photos=193b62d0-37b9-4d57-be84-40ef9d2e6dad,2019-09-05,14:13,181.803283691406,65.0,10.0,-1.0,-1.0
69674e4c-42a4-4084-b657-0ae6a4e5ec52,2019-09-05 19:15:05 UTC,2019-09-05 19:21:27 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:54 UTC,2019-09-06 14:58:54 UTC,1,create,,,,42.0564407625939,-87.673977726485,POINT (-87.673977726485 42.0564407625939),b3cd0d9a-d1da-4657-b97d-34815b0efa30,a2e776a8-41bc-4582-806c-a68b279f344f,Yes,Some (11-25),8caf17a4-b5e0-4bcf-b2a5-2ffb21bb5d11,,https://web.fulcrumapp.com/photos/view?photos=8caf17a4-b5e0-4bcf-b2a5-2ffb21bb5d11,2019-09-05,14:15,182.066101074219,65.0,10.0,-1.0,-1.0
45cf659a-9fcc-4e31-8b99-73bcac631fcd,2019-09-05 19:26:36 UTC,2019-09-05 19:32:19 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:55 UTC,2019-09-06 14:58:55 UTC,1,create,,,,42.0564604240969,-87.6739740337488,POINT (-87.6739740337488 42.0564604240969),b3cd0d9a-d1da-4657-b97d-34815b0efa30,0888f36d-57f6-489f-a118-be4eb339de75,Yes,Very Few (1-3),454a7bed-6480-4c19-83f1-ce396c55d845,,https://web.fulcrumapp.com/photos/view?photos=454a7bed-6480-4c19-83f1-ce396c55d845,2019-09-05,14:26,182.469116210938,65.0,10.0,-1.0,-1.0
562f7c53-c9d1-4e2d-99d7-af379381f5f5,2019-09-05 19:33:09 UTC,2019-09-05 19:35:13 UTC,nicoleroberto2018@u.northwestern.edu,nicoleroberto2018@u.northwestern.edu,2019-09-06 14:58:55 UTC,2019-09-06 14:58:55 UTC,1,create,,,,42.056429924048,-87.6739718075108,POINT (-87.6739718075108 42.056429924048),b3cd0d9a-d1da-4657-b97d-34815b0efa30,12cb6be8-fa3f-452c-bb59-c31f10bc91fd,No,,e43b76d2-3ff1-475a-a85e-25cfb0aae1bc,,https://web.fulcrumapp.com/photos/view?photos=e43b76d2-3ff1-475a-a85e-25cfb0aae1bc,2019-09-05,14:33,181.231384277344,65.0,10.0,-1.0,-1.0
